  n  E[WN]   sigma_WN     W50     W90      W95     W99 
1775   6.81    0.48       6.76    7.44     7.66    8.12
1776   6.81    0.48       6.76    7.44     7.66    8.12
1777   6.81    0.48       6.76    7.44     7.66    8.12
1778   6.81    0.48       6.76    7.44     7.66    8.12
1779   6.81    0.48       6.76    7.44     7.66    8.12
1780   6.81    0.48       6.76    7.44     7.66    8.12
1781   6.81    0.48       6.76    7.44     7.66    8.12
1782   6.81    0.48       6.76    7.44     7.66    8.12
1783   6.81    0.48       6.76    7.44     7.66    8.12
1784   6.81    0.48       6.76    7.44     7.66    8.12
1785   6.81    0.48       6.76    7.44     7.66    8.12
1786   6.81    0.48       6.76    7.44     7.66    8.12
1787   6.81    0.48       6.76    7.44     7.66    8.12
1788   6.81    0.48       6.76    7.44     7.66    8.12
1789   6.81    0.48       6.77    7.44     7.66    8.12
1790   6.81    0.48       6.77    7.44     7.66    8.12
1791   6.81    0.48       6.77    7.44     7.66    8.12
1792   6.81    0.48       6.77    7.44     7.66    8.12
1793   6.81    0.48       6.77    7.44     7.66    8.12
1794   6.81    0.48       6.77    7.44     7.66    8.12
1795   6.81    0.48       6.77    7.44     7.67    8.12
1796   6.81    0.48       6.77    7.44     7.67    8.13
1797   6.81    0.48       6.77    7.44     7.67    8.13
1798   6.81    0.48       6.77    7.44     7.67    8.13
1799   6.81    0.48       6.77    7.44     7.67    8.13
1800   6.81    0.48       6.77    7.44     7.67    8.13
1801   6.81    0.48       6.77    7.44     7.67    8.13
1802   6.81    0.48       6.77    7.44     7.67    8.13
1803   6.81    0.48       6.77    7.44     7.67    8.13
1804   6.81    0.48       6.77    7.44     7.67    8.13
1805   6.81    0.48       6.77    7.44     7.67    8.13
1806   6.81    0.48       6.77    7.44     7.67    8.13
1807   6.82    0.48       6.77    7.44     7.67    8.13
1808   6.82    0.48       6.77    7.45     7.67    8.13
1809   6.82    0.48       6.77    7.45     7.67    8.13
1810   6.82    0.48       6.77    7.45     7.67    8.13
1811   6.82    0.48       6.77    7.45     7.67    8.13
1812   6.82    0.48       6.77    7.45     7.67    8.13
1813   6.82    0.48       6.77    7.45     7.67    8.13
1814   6.82    0.48       6.77    7.45     7.67    8.13
1815   6.82    0.48       6.77    7.45     7.67    8.13
1816   6.82    0.48       6.77    7.45     7.67    8.13
1817   6.82    0.48       6.77    7.45     7.67    8.13
1818   6.82    0.48       6.77    7.45     7.67    8.13
1819   6.82    0.48       6.77    7.45     7.67    8.13
1820   6.82    0.48       6.77    7.45     7.67    8.13
1821   6.82    0.48       6.77    7.45     7.67    8.13
1822   6.82    0.48       6.78    7.45     7.67    8.13
1823   6.82    0.48       6.78    7.45     7.67    8.13
1824   6.82    0.48       6.78    7.45     7.67    8.13
1825   6.82    0.48       6.78    7.45     7.67    8.13
1826   6.82    0.48       6.78    7.45     7.67    8.13
1827   6.82    0.48       6.78    7.45     7.67    8.13
1828   6.82    0.48       6.78    7.45     7.67    8.13
1829   6.82    0.48       6.78    7.45     7.67    8.13
1830   6.82    0.48       6.78    7.45     7.67    8.13
1831   6.82    0.48       6.78    7.45     7.68    8.13
1832   6.82    0.48       6.78    7.45     7.68    8.13
1833   6.82    0.48       6.78    7.45     7.68    8.13
1834   6.82    0.48       6.78    7.45     7.68    8.13
1835   6.82    0.48       6.78    7.45     7.68    8.14
1836   6.82    0.48       6.78    7.45     7.68    8.14
1837   6.82    0.48       6.78    7.45     7.68    8.14
1838   6.82    0.48       6.78    7.45     7.68    8.14
1839   6.82    0.48       6.78    7.45     7.68    8.14
1840   6.83    0.48       6.78    7.45     7.68    8.14
1841   6.83    0.48       6.78    7.45     7.68    8.14
1842   6.83    0.48       6.78    7.45     7.68    8.14
1843   6.83    0.48       6.78    7.45     7.68    8.14
1844   6.83    0.48       6.78    7.46     7.68    8.14
1845   6.83    0.48       6.78    7.46     7.68    8.14
1846   6.83    0.48       6.78    7.46     7.68    8.14
1847   6.83    0.48       6.78    7.46     7.68    8.14
1848   6.83    0.48       6.78    7.46     7.68    8.14
1849   6.83    0.48       6.78    7.46     7.68    8.14
1850   6.83    0.48       6.78    7.46     7.68    8.14
1851   6.83    0.48       6.78    7.46     7.68    8.14
1852   6.83    0.48       6.78    7.46     7.68    8.14
1853   6.83    0.48       6.78    7.46     7.68    8.14
1854   6.83    0.48       6.78    7.46     7.68    8.14
1855   6.83    0.48       6.79    7.46     7.68    8.14
1856   6.83    0.48       6.79    7.46     7.68    8.14
1857   6.83    0.48       6.79    7.46     7.68    8.14
1858   6.83    0.48       6.79    7.46     7.68    8.14
1859   6.83    0.48       6.79    7.46     7.68    8.14
1860   6.83    0.48       6.79    7.46     7.68    8.14
1861   6.83    0.48       6.79    7.46     7.68    8.14
1862   6.83    0.48       6.79    7.46     7.68    8.14
1863   6.83    0.48       6.79    7.46     7.68    8.14
1864   6.83    0.48       6.79    7.46     7.68    8.14
1865   6.83    0.48       6.79    7.46     7.68    8.14
1866   6.83    0.48       6.79    7.46     7.68    8.14
1867   6.83    0.48       6.79    7.46     7.68    8.14
1868   6.83    0.48       6.79    7.46     7.69    8.14
1869   6.83    0.48       6.79    7.46     7.69    8.14
1870   6.83    0.48       6.79    7.46     7.69    8.14
1871   6.83    0.48       6.79    7.46     7.69    8.14
1872   6.83    0.48       6.79    7.46     7.69    8.14
1873   6.83    0.48       6.79    7.46     7.69    8.14
1874   6.84    0.48       6.79    7.46     7.69    8.14
1875   6.84    0.48       6.79    7.46     7.69    8.14
1876   6.84    0.48       6.79    7.46     7.69    8.15
1877   6.84    0.48       6.79    7.46     7.69    8.15
1878   6.84    0.48       6.79    7.46     7.69    8.15
1879   6.84    0.48       6.79    7.47     7.69    8.15
1880   6.84    0.48       6.79    7.47     7.69    8.15
1881   6.84    0.48       6.79    7.47     7.69    8.15
1882   6.84    0.48       6.79    7.47     7.69    8.15
1883   6.84    0.48       6.79    7.47     7.69    8.15
1884   6.84    0.48       6.79    7.47     7.69    8.15
1885   6.84    0.48       6.79    7.47     7.69    8.15
1886   6.84    0.47       6.79    7.47     7.69    8.15
1887   6.84    0.47       6.79    7.47     7.69    8.15
1888   6.84    0.47       6.79    7.47     7.69    8.15
1889   6.84    0.47       6.79    7.47     7.69    8.15
1890   6.84    0.47       6.80    7.47     7.69    8.15
1891   6.84    0.47       6.80    7.47     7.69    8.15
1892   6.84    0.47       6.80    7.47     7.69    8.15
1893   6.84    0.47       6.80    7.47     7.69    8.15
1894   6.84    0.47       6.80    7.47     7.69    8.15
1895   6.84    0.47       6.80    7.47     7.69    8.15
1896   6.84    0.47       6.80    7.47     7.69    8.15
1897   6.84    0.47       6.80    7.47     7.69    8.15
1898   6.84    0.47       6.80    7.47     7.69    8.15
1899   6.84    0.47       6.80    7.47     7.69    8.15
1900   6.84    0.47       6.80    7.47     7.69    8.15
1901   6.84    0.47       6.80    7.47     7.69    8.15
1902   6.84    0.47       6.80    7.47     7.69    8.15
1903   6.84    0.47       6.80    7.47     7.69    8.15
1904   6.84    0.47       6.80    7.47     7.69    8.15
1905   6.84    0.47       6.80    7.47     7.69    8.15
1906   6.84    0.47       6.80    7.47     7.69    8.15
1907   6.84    0.47       6.80    7.47     7.69    8.15
1908   6.84    0.47       6.80    7.47     7.70    8.15
1909   6.85    0.47       6.80    7.47     7.70    8.15
1910   6.85    0.47       6.80    7.47     7.70    8.15
1911   6.85    0.47       6.80    7.47     7.70    8.15
1912   6.85    0.47       6.80    7.47     7.70    8.15
1913   6.85    0.47       6.80    7.47     7.70    8.15
1914   6.85    0.47       6.80    7.47     7.70    8.15
1915   6.85    0.47       6.80    7.47     7.70    8.15
1916   6.85    0.47       6.80    7.48     7.70    8.15
1917   6.85    0.47       6.80    7.48     7.70    8.16
1918   6.85    0.47       6.80    7.48     7.70    8.16
1919   6.85    0.47       6.80    7.48     7.70    8.16
1920   6.85    0.47       6.80    7.48     7.70    8.16
1921   6.85    0.47       6.80    7.48     7.70    8.16
1922   6.85    0.47       6.80    7.48     7.70    8.16
1923   6.85    0.47       6.80    7.48     7.70    8.16
1924   6.85    0.47       6.81    7.48     7.70    8.16
1925   6.85    0.47       6.81    7.48     7.70    8.16
1926   6.85    0.47       6.81    7.48     7.70    8.16
1927   6.85    0.47       6.81    7.48     7.70    8.16
1928   6.85    0.47       6.81    7.48     7.70    8.16
1929   6.85    0.47       6.81    7.48     7.70    8.16
1930   6.85    0.47       6.81    7.48     7.70    8.16
1931   6.85    0.47       6.81    7.48     7.70    8.16
1932   6.85    0.47       6.81    7.48     7.70    8.16
1933   6.85    0.47       6.81    7.48     7.70    8.16
1934   6.85    0.47       6.81    7.48     7.70    8.16
1935   6.85    0.47       6.81    7.48     7.70    8.16
1936   6.85    0.47       6.81    7.48     7.70    8.16
1937   6.85    0.47       6.81    7.48     7.70    8.16
1938   6.85    0.47       6.81    7.48     7.70    8.16
1939   6.85    0.47       6.81    7.48     7.70    8.16
1940   6.85    0.47       6.81    7.48     7.70    8.16
1941   6.85    0.47       6.81    7.48     7.70    8.16
1942   6.85    0.47       6.81    7.48     7.70    8.16
1943   6.85    0.47       6.81    7.48     7.70    8.16
1944   6.86    0.47       6.81    7.48     7.70    8.16
1945   6.86    0.47       6.81    7.48     7.70    8.16
1946   6.86    0.47       6.81    7.48     7.70    8.16
1947   6.86    0.47       6.81    7.48     7.70    8.16
1948   6.86    0.47       6.81    7.48     7.71    8.16
1949   6.86    0.47       6.81    7.48     7.71    8.16
1950   6.86    0.47       6.81    7.48     7.71    8.16
1951   6.86    0.47       6.81    7.48     7.71    8.16
1952   6.86    0.47       6.81    7.48     7.71    8.16
1953   6.86    0.47       6.81    7.48     7.71    8.16
1954   6.86    0.47       6.81    7.48     7.71    8.16
1955   6.86    0.47       6.81    7.49     7.71    8.16
1956   6.86    0.47       6.81    7.49     7.71    8.17
1957   6.86    0.47       6.81    7.49     7.71    8.17
1958   6.86    0.47       6.81    7.49     7.71    8.17
1959   6.86    0.47       6.81    7.49     7.71    8.17
1960   6.86    0.47       6.82    7.49     7.71    8.17
1961   6.86    0.47       6.82    7.49     7.71    8.17
1962   6.86    0.47       6.82    7.49     7.71    8.17
1963   6.86    0.47       6.82    7.49     7.71    8.17
1964   6.86    0.47       6.82    7.49     7.71    8.17
1965   6.86    0.47       6.82    7.49     7.71    8.17
1966   6.86    0.47       6.82    7.49     7.71    8.17
1967   6.86    0.47       6.82    7.49     7.71    8.17
1968   6.86    0.47       6.82    7.49     7.71    8.17
1969   6.86    0.47       6.82    7.49     7.71    8.17
1970   6.86    0.47       6.82    7.49     7.71    8.17
1971   6.86    0.47       6.82    7.49     7.71    8.17
1972   6.86    0.47       6.82    7.49     7.71    8.17
1973   6.86    0.47       6.82    7.49     7.71    8.17
1974   6.86    0.47       6.82    7.49     7.71    8.17
1975   6.86    0.47       6.82    7.49     7.71    8.17
1976   6.86    0.47       6.82    7.49     7.71    8.17
1977   6.86    0.47       6.82    7.49     7.71    8.17
1978   6.86    0.47       6.82    7.49     7.71    8.17
1979   6.86    0.47       6.82    7.49     7.71    8.17
1980   6.87    0.47       6.82    7.49     7.71    8.17
1981   6.87    0.47       6.82    7.49     7.71    8.17
1982   6.87    0.47       6.82    7.49     7.71    8.17
1983   6.87    0.47       6.82    7.49     7.71    8.17
1984   6.87    0.47       6.82    7.49     7.71    8.17
1985   6.87    0.47       6.82    7.49     7.71    8.17
1986   6.87    0.47       6.82    7.49     7.72    8.17
1987   6.87    0.47       6.82    7.49     7.72    8.17
1988   6.87    0.47       6.82    7.49     7.72    8.17
1989   6.87    0.47       6.82    7.49     7.72    8.17
1990   6.87    0.47       6.82    7.49     7.72    8.17
1991   6.87    0.47       6.82    7.49     7.72    8.17
1992   6.87    0.47       6.82    7.49     7.72    8.17
1993   6.87    0.47       6.82    7.49     7.72    8.17
1994   6.87    0.47       6.82    7.49     7.72    8.17
1995   6.87    0.47       6.82    7.50     7.72    8.17
1996   6.87    0.47       6.83    7.50     7.72    8.17
1997   6.87    0.47       6.83    7.50     7.72    8.18
1998   6.87    0.47       6.83    7.50     7.72    8.18
1999   6.87    0.47       6.83    7.50     7.72    8.18
2000   6.87    0.47       6.83    7.50     7.72    8.18
2001   6.87    0.47       6.83    7.50     7.72    8.18
2002   6.87    0.47       6.83    7.50     7.72    8.18
2003   6.87    0.47       6.83    7.50     7.72    8.18
2004   6.87    0.47       6.83    7.50     7.72    8.18
2005   6.87    0.47       6.83    7.50     7.72    8.18
2006   6.87    0.47       6.83    7.50     7.72    8.18
2007   6.87    0.47       6.83    7.50     7.72    8.18
2008   6.87    0.47       6.83    7.50     7.72    8.18
2009   6.87    0.47       6.83    7.50     7.72    8.18
2010   6.87    0.47       6.83    7.50     7.72    8.18
2011   6.87    0.47       6.83    7.50     7.72    8.18
2012   6.87    0.47       6.83    7.50     7.72    8.18
2013   6.87    0.47       6.83    7.50     7.72    8.18
2014   6.87    0.47       6.83    7.50     7.72    8.18
2015   6.87    0.47       6.83    7.50     7.72    8.18
2016   6.88    0.47       6.83    7.50     7.72    8.18
2017   6.88    0.47       6.83    7.50     7.72    8.18
2018   6.88    0.47       6.83    7.50     7.72    8.18
2019   6.88    0.47       6.83    7.50     7.72    8.18
2020   6.88    0.47       6.83    7.50     7.72    8.18
2021   6.88    0.47       6.83    7.50     7.72    8.18
2022   6.88    0.47       6.83    7.50     7.72    8.18
2023   6.88    0.47       6.83    7.50     7.72    8.18
2024   6.88    0.47       6.83    7.50     7.72    8.18
2025   6.88    0.47       6.83    7.50     7.72    8.18
2026   6.88    0.47       6.83    7.50     7.73    8.18
2027   6.88    0.47       6.83    7.50     7.73    8.18
2028   6.88    0.47       6.83    7.50     7.73    8.18
2029   6.88    0.47       6.83    7.50     7.73    8.18
2030   6.88    0.47       6.83    7.50     7.73    8.18
2031   6.88    0.47       6.83    7.50     7.73    8.18
2032   6.88    0.47       6.83    7.50     7.73    8.18
2033   6.88    0.47       6.84    7.50     7.73    8.18
